k	5.20	9.146	10.20	11.30	14.9	15.30	courses		skate	tshirts
0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1
3	1	1	1	1	1	1	1	1	1
4	0.95	1	1	1	1	1	1	1	1
5	0.938	1	1	1	1	1	1	1	1
6	0.9325	1	1	1	1	1	1	1	1
7	0.9185	1	1	1	1	1	1	1	1
8	0.913	0.9946575342	1	1	1	1	0.9948630137	1	1
9	0.9025	0.9929452055	0.9665	1	1	1	0.9928082192	1	1
10	0.8915	0.9921232877	0.951	0.9846666667	1	1	0.9919863014	1	0.9766666667
11	0.884	0.9918493151	0.946	0.97	1	1	0.9916438356	1	0.9676666667
12	0.8695	0.991369863	0.943	0.9636666667	1	1	0.9912328767	1	0.9636666667
13	0.859	0.990890411	0.941	0.9626666667	0.9055555556	1	0.9902054795	0.9277777778	0.963
14	0.85	0.9903424658	0.9395	0.962	0.8877777778	0.9783333333	0.9883561644	0.8933333333	0.962
15	0.8365	0.9895205479	0.938	0.961	0.8811111111	0.9686666667	0.9869863014	0.8788888889	0.961
16	0.827	0.9889041096	0.934	0.9603333333	0.8788888889	0.9653333333	0.9852739726	0.8777777778	0.959
17	0.815	0.9882876712	0.931	0.958	0.8777777778	0.964	0.9844520548	0.8744444444	0.9576666667
18	0.8035	0.987739726	0.9275	0.9556666667	0.8766666667	0.9633333333	0.9835616438	0.8722222222	0.9566666667
19	0.7925	0.9873972603	0.9215	0.9536666667	0.8755555556	0.963	0.9828082192	0.8666666667	0.9543333333
20	0.784	0.9870547945	0.917	0.9503333333	0.8744444444	0.9623333333	0.9817123288	0.8622222222	0.9526666667
21	0.773	0.9866438356	0.911	0.9483333333	0.8722222222	0.9616666667	0.98	0.8544444444	0.95
22	0.7625	0.986369863	0.906	0.9446666667	0.87	0.9606666667	0.9793150685	0.8422222222	0.9476666667
23	0.744	0.9856849315	0.901	0.941	0.8688888889	0.9593333333	0.9782876712	0.8255555556	0.945
24	0.7315	0.9851369863	0.893	0.9393333333	0.8655555556	0.958	0.9769863014	0.8055555556	0.942
25	0.725	0.9845205479	0.891	0.9363333333	0.8611111111	0.957	0.9761643836	0.7833333333	0.9396666667
26	0.7145	0.9837671233	0.889	0.9343333333	0.8511111111	0.9553333333	0.9750684932	0.7733333333	0.937
27	0.7025	0.9828767123	0.8855	0.9293333333	0.8444444444	0.954	0.9740410959	0.7611111111	0.934
28	0.696	0.9820547945	0.882	0.929	0.8411111111	0.953	0.9726712329	0.7566666667	0.929
29	0.685	0.981369863	0.879	0.926	0.8311111111	0.9493333333	0.9715753425	0.7522222222	0.9273333333
30	0.678	0.9802054795	0.874	0.9246666667	0.8222222222	0.948	0.9705479452	0.7488888889	0.924
31	0.671	0.9793835616	0.8705	0.923	0.8166666667	0.9456666667	0.9696575342	0.7433333333	0.9216666667
32	0.6625	0.9786986301	0.8685	0.9206666667	0.8077777778	0.942	0.9684246575	0.7344444444	0.92
33	0.655	0.9776712329	0.8645	0.9183333333	0.8011111111	0.939	0.9671232877	0.7244444444	0.916
34	0.646	0.9773972603	0.86	0.9166666667	0.8	0.9353333333	0.9657534247	0.7088888889	0.912
